"","1","2","3","4","5","6","7","8"
"S212",60875723.1640314,76000521.4908276,38217585.8068281,32435072.0685123,59144395.4184749,119279683.833315,18751337.3791391,86172399.7721345
"S213",9407277.55523245,9504714.72550931,5821895.45943494,4193519.41465793,8285359.72148559,14879812.4742261,1161893.83163874,9951685.20968432
"S214",5106023.64908844,6104445.9608417,2757824.46128323,2320645.39244793,4276391.13519767,9495274.9647161,6635.37965198813,6738935.01931064
"S215",8689716.76172845,12513542.2209124,6007412.92130994,8337592.24176816,9822244.56478432,7190895.75583845,9209247.9316338,6809096.29189775
"S216",743374.219789473,654981.510925005,2775183.08076668,2897196.8586813,1221574.89928955,2656225.0396195,6463273.88480195,22015.6395723857
"S217",231402678.822581,189910820.326545,806127184.406561,649885674.771452,291552630.10379,992598552.562856,1744126771.74004,120920704.169761
"S218",3343207.24055307,2288336.23468275,13665674.4386023,11420009.8418282,764960.77776256,3003833.67125048,30109779.749969,224923.023514832
"S219",52674234.6834875,42627281.1386881,187933803.123231,150393708.73859,3606057.19037885,10984767.5026301,396589736.914417,937762.785218886
"S220",52804718.7441751,42703889.7900292,188173119.948116,150610868.183133,34038975.0961304,232141077.602605,406357246.425735,6271985.07061691
"S221",52797988.9407157,42696635.39994,188120095.595879,150651531.492381,67421787.3472207,232064539.656736,406698030.522933,26092354.5186753
"S222",5248914.47357431,0,4792013.81701358,16393209.6860556,6503199.56029318,22856908.5112549,40935036.8033933,2073397.03515703
"S223",5283775.27738994,8201587.31250339,22767025.5657415,16440475.4722012,928466.802144104,22816769.0565004,40892869.8619935,353937.732663059
"S224",5689030.72363239,3239774.06321083,3256189.1385231,1423351.7826798,1124044.47867304,8152556.1839378,55240.7127946771,7760829.98584133
"S225",754991.890343656,2045520.63803826,20176837.5058051,12668206.7880718,6737689.41347876,21880943.7039718,34519743.0113867,1541519.44318478
"S226",10418630.9676878,6346852.26450364,21335084.9309586,17218709.0282235,13133223.7216147,14750225.0566353,60624839.8861971,1948400.12014772
"S227",4675241.0470706,2037112.84026479,1792583.13197011,972186.375722049,1124511.36155256,4617774.41477628,0,3020851.89668906
"S228",7542498.90898431,9802248.96069199,8181600.50123341,1778897.08541636,2277012.29969065,15024918.087737,46437.0778249909,14517673.9762222
"S229",3661061.60972866,3811439.93140382,11645051.1486013,11970002.8698817,5506071.77253652,11606475.5347156,134170447.885619,5240242.08158828
"S230",2640303.49183211,3283122.32959375,2372386.34921704,668434.418135799,247288.816158665,4319560.60347768,12583.1002454381,1307186.50652217
"S231",6715106.91530446,5955904.68868235,3559532.65605542,1429716.27381326,1958267.9076263,8417444.79704242,38416.8478833332,12237916.4951195
"S232",36294092.6968257,64577788.4456531,14136146.9286586,27646761.7348325,30884366.7926483,24898116.6941827,28047160.9593674,25669167.7431645
"S233",1399557.33512747,1470290.06638326,24111262.6657383,13535863.234788,3623588.07386508,25769628.6980019,61450537.8094217,0
"S234",6578377.74560586,5023116.02489594,9830076.19413861,4928646.45686316,5242796.10579896,6468812.41016949,7036327.59498243,6161184.24174911
"S235",6415232.26713621,4866091.95450894,9810886.5536744,4967999.59846763,4920951.2128711,6361790.09123114,941619.62198745,6097737.91409094
"S236",19307737.3290925,500670899.129449,245228852.58843,876925.154160501,229919907.286846,832267926.690922,141297979.96385,679663831.754254
"S237",117824632.221962,97830739.9503625,43375145.8250233,9142274.77311339,42561734.6515809,151014794.480522,24907163.3485079,132885058.861841
"S238",1500137.59331862,1868919.64997459,159445.819992783,66621.2226302446,5509195.1735912,5452270.98737903,10218624.8923942,3822431.00492902
"S239",19921014.8049501,150249527.464882,303824741.666413,334192186.749362,22151729.5638335,1114569609.7917,42908693.6137447,322398829.670335
"S240",20242198.093502,181214444.189772,356595418.208368,400693302.471591,22014727.196542,1306893324.18994,369906697.511663,333347295.884057
"S241",8706527.24325925,82815196.6746044,161841991.648632,24520605.8765373,9570493.34440104,595151244.534207,120740432.526444,151031294.202184
"S242",0,86669677.121558,167768852.829917,60482761.6840826,9453252.92875977,617664169.312069,177362965.825409,157441973.258269
"S243",0,85441300.4461355,164481667.68288,177760404.412326,7676283.92213542,604037566.542359,173969860.284504,154667591.494307
"S244",28013902.8974389,23251243.6040801,145414426.896912,76561774.8034694,42121.4748893059,281215597.760923,255403341.267554,214953934.993782
"S245",21207556.1825283,28833163.7637709,15428326.2002919,7136976.24335155,10545430.449674,24327751.5345586,14848910.1900997,24034982.1237656
"S246",47803901.2383753,57290214.4567191,19201919.8909329,59273375.2782024,52342311.342513,107883503.541415,47085337.4275048,54947293.562182
"S247",115855409.459152,148882379.646664,103150326.348023,15296897.654141,37617341.9217253,277878234.724335,12715667.7956484,234846090.786375
"S248",23832561.8681587,30007791.8953266,19785629.546789,2650842.28633592,7548558.80833625,55993374.9566955,343024.809677482,46256148.1310157
"S249",19421963.9263716,10235872.9689428,55685351.3736319,31941672.6492774,37758682.4030195,33182518.9074015,126581568.956467,2873023.84678126
"S250",5206240.21454748,2484383.54059041,15132269.7396436,8237031.15976169,10333171.547328,9925105.11425964,35582416.3597032,484457.825399067
"S251",8056657.07606897,4651507.66822604,214419.38955962,2490742.78741404,3880628.18254914,4741793.57707031,1900023.83725781,4558459.86946878
"S252",9014060.7981966,6360919.85033683,29279.9033331871,8140855.74004686,7772544.91939492,8184710.98326559,6825108.2880368,6632958.17306249
"S253",32143524.2551248,22524594.5173442,136346.407227724,23854384.7283282,26399957.4649999,23202877.0218749,20641355.1821542,21706499.952375
"S254",32115993.8897468,22511919.5537164,796252.235963376,23827589.2554844,26362325.7149708,23285563.2572108,5323338.17199195,21672844.8330235
"S255",22209866.2836918,9100604.40577143,289535.856642719,759560.684724179,21312390.31256,12233488.5697174,3495715.01885206,5140286.41320896
"S256",945595008.820396,33243510.2688627,174237071.508519,448227573.101281,725704428.57419,478466751.250901,413398659.51005,235457984.992336
"S257",37901999.7982594,25025027.4318064,3568331.22217679,31421062.8526875,28826078.5716868,28830996.9932024,24739579.955039,29208641.2285311
"S258",30633169.0119007,20134406.3832554,29050.1247417743,22520216.9429883,27565999.0898381,17849336.7846345,14988545.5195078,17863467.4285664
"S259",17295369.6957923,3216204.40921537,242127.598800868,6008931.09128906,12394297.8338867,5314290.82559376,7244415.01300779,2737091.44042967
"S260",44142941.5792079,23742800.1947341,18665155.9201777,11457292.5809641,14853054.6837518,53162242.7213941,3347712.54829492,45121566.4357722
"S261",4122144.93192564,1567188.71345103,1155444.34259795,779739.980902589,800017.743826792,4223125.67372767,38735.1761745252,3417571.15975005
"S262",5203191.53088955,2216318.70680299,723288.348163711,1385784.61990322,660814.612374979,2524823.70879232,26320.9787522342,2931261.5939018
"S263",10592081.0815667,12983050.606322,7591966.92258134,9765352.95872333,25798309.0611633,7071227.41609083,1314452.70951581,9734384.6865967
"S264",4844104.78968615,4318470.83610713,414215.451194497,1183655.61060701,1975370.88028418,6330572.39343663,636936.031244232,4529501.98434344
"S265",10800886.4892997,13229169.7317035,7915355.73603224,6791500.37879169,18748809.1185747,7391205.73979605,1143850.6256981,14343409.5596427
"S266",347565669.141726,269005939.25971,226109808.74822,114524789.096357,129905107.925846,669850363.042019,69356196.9176966,444889165.342158
"S267",57078679.7810625,42779601.9878517,35639078.5567894,18482957.0450502,21375557.3700702,109378714.072543,10424416.7339136,73716613.6136523
"S268",3285111.34225456,2526077.57088797,1993942.85380723,800813.254093606,1290036.540196,6528056.47784015,28980.2501334095,4361834.28258808
"S269",1646007.37449378,1654563.09067383,2166527.67452777,1400500.56813523,1475307.11407375,1562008.82002185,1274276.48440582,2347791.82195643
"S270",10683054.7983971,12009687.6704557,210668.064181118,5707882.21947824,6912899.57224224,21745583.4279054,3236096.93749811,13841111.9658028
"S271",16922553.1817866,14708903.5061421,9170054.94955753,6794276.68130787,8599619.11488607,28849034.5787643,3523742.94449703,18838776.1821842
"S272",7225779.04101091,9417829.25468219,6740662.78869845,4606686.04436251,17921700.6905325,7844058.71412491,260854.860451564,7933756.44818512
"S273",32272374.60727,51733139.085402,13624245.3084912,37448273.567687,26024190.3178442,24008946.8111719,24026005.9985548,17006351.5665141
"S274",714249.886106523,582838.576066219,614950.316730016,509398.907714183,587944.017892455,69310.8615429678,27537.5720946704,641033.959614443
"S275",1900379.05596388,704372.980866576,3091072.40213056,1942114.45849072,270752.532608969,1668077.17114555,1060838.5688851,935670.517125502
"S276",5813831.85706766,5688156.48833412,15643510.9594065,15860954.0739247,7673877.85655406,21579979.2802989,35251572.6839102,1822461.66573011
"S277",8678687.57768961,3732995.14979482,1234906.56703613,96570.7798388026,1501448.04797851,5418234.85722948,535176.545186035,3907968.95071756
"S278",23172644.7642739,32443664.9215076,15392650.0479266,13905956.3450125,16739094.189423,14587221.0629299,9804121.90017234,22133323.0019228
"S279",1572223.18613825,1889401.5140832,1258817.82817538,810255.905218205,1021337.70965803,69655.3071895055,125980.852407495,1419204.48845022
"S280",14813915.6895806,13912836.8485605,17012762.7316977,17967520.5960997,21760306.5834513,18384432.9536343,20510501.4806405,947233.479453888
"S281",23235449.7723552,56415276.8563014,20542942.0086958,38559366.0870741,22641851.7474115,26583816.1097231,28203248.7585837,23638105.3908162
"S282",4736898.56245742,10215563.3647424,3106990.6789336,6915572.23277699,4081566.84622831,6011901.16659832,116951.132955006,4185055.83906428
"S283",62765998.4998937,127210245.701573,35491293.3483113,88149450.3420943,71259368.3957248,46566245.1773618,62541259.6676051,39585491.5630585
"S284",11322189.8799268,23094397.6571738,78573.7613076298,15926588.6174697,12486983.997677,8164360.25243609,10720885.2344809,6892684.22964917
"S285",3960877.77691696,2090881.71595382,1197857.68585853,585171.712132174,785093.1378396,4188546.02991758,27155.3891633607,3879637.22185662
"S286",867714.313783409,4232634.44044365,2135853.20353125,1675968.92802873,1931853.93476397,1725182.16317359,1151446.17142439,2481317.1606534
"S287",32710306.829458,19623259.8661455,10111407.8259247,9190427.68082497,2996.8084744364,29952519.724999,2193673.38706602,7534128.77405907
"S288",6485323.00076585,2118032.49133674,1744567.09654239,1253945.05247934,596068.068706515,5862453.3141491,85099.3348959076,4120429.38299785
"S289",25845423.8038659,182387644.845095,134661238.991631,36837453.2347808,0,2393033.71491368,3427120.38942367,18892117.689067
"S290",9508344.60984358,7555274.34705843,23496870.3393866,5166746.50194466,4400930.41670874,8530821.10823804,10967795.2501742,2661027.55914172
"S291",15749330.8733253,7289224.16865418,5785380.55389753,230112.784525359,3938622.39678422,7427952.10995066,1094117.90727539,9682294.49978192
"S292",4436786.04459999,2207208.96033636,1492539.52291631,1290560.81623727,1471574.08297898,5398998.64483007,50344.6739650965,3362756.41508607
"S293",25095480.3605301,20541105.5125931,19871494.4581681,7625723.16922003,6779953.57320399,28529048.9834186,2244744.47486286,24362376.2877973
"S294",12328250.808917,9989777.62673812,9159441.45496171,3626195.36942567,3528723.84379788,13626907.7442058,1038269.34777683,11230340.2736699
"S295",1837210.50484635,968315.453780497,1223328.01729841,524277.779195967,94600.934794049,1614662.29287516,6907.61329017322,1560388.24561099
"S296",4133879.5996483,13575044.5832466,5624745.69370402,9962027.23431853,3000001.84993244,10182348.5787517,4351679.99590204,5488908.59092802
"S297",1323990.91795387,3305581.35624883,423091.594288554,1675233.48096,1568058.28316824,2193103.71846117,1530754.5414355,4043033.26852614
"S298",6061263.98219292,14744070.5916635,7561344.65831711,9121347.72142499,4877491.8602252,8140357.01430307,29829166.5349066,25626822.8833337
"S299",1350150.8096949,3791040.47772363,1678325.86633826,2231056.20246257,1174014.32760034,1523552.62924671,364313.535719183,342161.869053144
"S300",168685.488604733,1980561.89135803,662342.424032424,1791137.52828207,1191364.51396485,1068250.76786501,1881680.91184879,1367472.416695
"S301",7452719.05772617,18132614.7931091,16646376.0520582,6763789.46319171,10010564.2057235,13893183.2728178,11371122.6472046,11422359.3645818
"S302",1913705.61286965,5456232.49909374,4257964.55346919,1858497.15857395,2848253.53941925,137637.293428526,2770112.93961555,978628.190384488
"S303",76241234.3038923,46174566.2141642,95742457.144013,87134723.1320829,93945144.1683527,98402846.2241915,115820052.683285,35219231.5161801
"S304",15008967.9962886,11953935.5037176,19818430.521327,19496466.739294,22549841.1633062,18635978.7605997,27034383.6334903,6372377.48988878
"S305",42249216.2461945,26233789.3152921,52924229.7852741,49047490.679358,53926315.2151712,49442906.1868879,63526074.6344778,19294899.8045955
"S306",40989745.1716373,25647014.5966659,51298228.2959159,48675802.5274012,3526564.82100915,4193726.97859835,63007071.1000933,18789224.1285945
"S307",8902231.81946175,6420218.26891511,10984149.5392763,11079073.6873476,12942590.6649748,10952272.4415586,15094185.829677,3784149.14955609
"S308",6530828.17104372,786343.96169932,8448093.78997769,7822547.55373535,8561337.6568027,8455893.4050833,9867944.69428888,3065988.75577629
"S309",5519633.18960457,3800631.897378,7205041.53610768,7104222.25540456,7691983.16205507,7844178.85837293,8124394.7429674,132415.609885996
"S310",72869846.4418375,39289168.1469661,29444887.4143121,16111388.1875391,21521661.1755245,91191755.8044549,12953746.1546733,69335214.8479083
"S311",23812621.8740196,13045288.8421674,2738020.4997894,5617449.46664616,6943832.9958053,30223582.0101612,3922381.24636148,22794082.8785244
"S312",3600278.51880598,1740317.13426107,1234076.60111359,757894.0698737,315040.048987701,1203390.97794827,182189.253464961,962934.053668904
"S313",3220880.92627269,5664412.0668961,3841273.22809042,3172328.28535885,1788060.98674902,1987428.99349963,4456895.13624461,2522220.48822741
"S314",11231424.6856053,19594387.4021224,14820144.5819898,11718426.5622261,8052008.14156697,8746284.94792913,15407966.3636493,9574133.80074171
"S315",1907921.83900879,3009689.8958574,2056817.77184646,1592975.92048605,188117.886148761,240060.43762044,2379742.35490896,1431710.49966055
"S316",6054204.55614513,9824789.67758178,6935521.59615526,5410833.89195748,3693404.20867287,4049930.65647906,7740728.21697034,4654918.45599714
"S317",3463881.42645172,1589623.78557307,4023401.00057722,5025082.99470237,2678305.84000933,4007581.01736902,2651665.5559134,2498159.79623329
"S318",13900333.0169699,3183014.96411096,62808835.4038803,52284939.7575389,19318215.853374,79026826.4883556,134734559.20307,8267102.67129455
"S319",10752955.3500497,5926867.95495689,8261339.56949849,3271935.89231676,4104263.68439584,11130047.183179,2364071.4057653,11822969.3810176
"S320",15967849.3815394,10009848.1717901,12967883.2351032,4856966.57118614,5855911.02682421,17405711.0238403,4192067.59971821,19338310.8736428
"S321",17595821.5150644,4180592.34233336,27670871.3101772,9548747.72574454,6844193.7483188,28303862.6638399,5452497.75420862,20969862.7320589
"S322",9372814.53451147,8271753.87920447,5996944.1078128,4645215.80661507,2799065.61083968,24652596.6736756,3048922.69467587,10387669.1309513
"S323",14397830.1533611,15640366.6594057,16642616.7600922,16833114.3957713,21776016.1038203,12969818.2311094,13941886.9924576,15722855.049934
"S324",1756533.93047918,1505165.03146356,1777757.59443478,1826085.30349274,684097.719760215,1542986.50346191,209914.428428056,1825249.08124893
"S325",6292572.99413941,6905856.76802166,7572339.82183961,7863211.94748292,10881280.2153177,5610876.64911695,5610675.47143779,7641022.09385773
"S326",412061739.539047,665382343.262043,137194306.277396,411620087.049176,490764990.918359,348481404.042609,339252488.859761,245584753.353972
"S327",2380173.7233554,2177159.94620507,190272.207600818,2942893.03692104,2616913.82351938,1567510.38728816,2346931.59108984,1941967.07593853
"S328",3357390.12678353,2307405.63471441,336947.075056868,3024533.03302959,4039175.17602554,2332659.08816105,2733799.16798893,2116692.98476999
"S329",5031667.18723662,118589.361270384,5699412.66267915,6761947.47382978,4450219.44458052,5771829.03923687,4296183.40062682,3474082.90574524
"S330",5977246.77377601,4816996.74796392,2623212.19592865,5466609.09283476,6885186.63452322,4505146.88348176,5397496.71445783,4626071.84350874
"S331",902206.236047243,244717.756329784,255525.462798481,309244.766621818,2982811.81324121,1850359.67471951,2502747.49443398,1456159.1232422
"S332",20179542.8064599,25283451.7435169,8155821.37256671,15147903.0199653,16383764.8856191,14554148.5594933,14444602.3925607,11706796.3234026
"S333",5451455.07617005,6542454.80911625,1944826.86584839,4208125.6348197,4029463.11087627,3444143.53427412,3917379.99270363,2960158.42467467
"S334",2096753.35445095,2231148.12396563,1098558.72149945,1215472.48568198,331089.071354973,306103.836325942,237447.311826785,1139665.52835938
"S335",7415865.14520255,6798519.91317824,7963690.49370756,6454894.71674402,8284199.68000476,6968097.86008097,7293372.27927965,1654947.14017236
"S336",5433349.52442855,4580066.29417235,5760082.93239698,5159604.03965054,5143027.59784104,1355986.31764692,5629540.77713785,6933229.82058527
"S337",4863581.55885844,6527348.34303719,5808167.69889227,7148699.12766201,8970370.36849125,5245930.50356439,3195466.92212495,6160966.91133859
"S338",3358932.08745732,4367367.40614678,3444435.5854417,5163560.90259032,5653488.2625867,3096585.58436513,641184.231410093,4204303.73156807
"S339",5449866.00989568,1893233.80018104,4153318.13700592,1439225.31800136,1966141.98718302,1044075.64343501,39910.2741869022,1108413.97163185
"S340",7554562.32360718,2800934.83952988,6474975.32296619,2259011.78901737,3029173.34440659,1630154.15673884,170664.944721113,1931184.86744229
"S341",8431761.79221973,3785774.92588397,7859626.076774,3776796.62406679,4410340.16261022,132743.403119208,464097.198497509,2928011.34995117
"S342",1705318.78731955,1531457.94518607,1088561.3948205,464170.351623987,480803.385374453,3136444.22146875,280597.189506436,2538511.91272719
"S343",3128411.93597175,1052961.35351284,2187220.40552482,672843.983641668,1198927.20626633,50764681.6763721,10670450.9537175,69319092.7221986
"S344",8249520.2903691,2672467.56412701,6523770.98423964,2050749.35116831,2806842.50811447,1358347.03872721,85349.2079556008,1785663.81345725
"S345",1073891.22530561,315870.92975435,846011.462334596,217161.424434814,98565.4033457255,36691.0600758924,0,58049.8203912708
"S346",1955978.08977282,630283.102595691,1665280.07784415,442124.943267332,723016.147191404,305270.356552858,6371.9879522132,410471.354949438
"S347",4288582.99430943,1498179.19793474,3460710.74303005,1102906.33251551,1513918.90675603,1012743.36407369,25632.0369363576,315476.122602954
"S348",37014918.4055217,3521580.19511011,30565667.0598383,9434500.81857029,13492751.1441313,7115540.1933778,1149236.55471642,7962991.59935865
"S349",883228.714765704,1775395.53715869,727608.039163577,651188.661190159,718671.855332307,2385667.70094612,61199.1252803735,1897001.93777915
"S350",2010029.60652648,640445.079774142,1818656.1489038,442194.269536344,568069.707220921,301685.324964335,6920.57379134938,375840.785279795
"S351",59531790.6282418,18654135.4889685,52612726.0841763,14516439.7005652,22136656.5637558,11434774.3427342,1978498.77644327,13824141.6876668
"S352",162793491.003996,56407102.1728403,171635197.748593,43365791.3580649,69737111.4923566,38130133.0777929,6959009.97547388,44576446.8507942
"S353",37650702.0232201,12427980.2422776,39273781.8611956,9941863.83115174,15882631.887181,8402982.75410513,1611501.55251966,10240379.3353706
"S354",5039022.82991711,1563588.27620727,5188946.17259449,1456278.74755294,2158947.68507216,1100634.41094788,31259.7664080262,1390013.72978705
"S355",1185974.15056641,305343.600933838,582198.670751953,208262.530487914,108113.351395095,7808.47773127287,0,47293.1217651367
"S356",476134445.082648,146590133.029793,285119796.939989,118715634.70827,196872477.323623,90563485.7611413,16493085.9784491,103219670.305457
"S357",1265932.72737012,325258.988774215,679165.969589918,265453.908092284,489298.441938473,41635.2456473261,0,48935.4297929009
"S358",116602831.784842,35286738.1318821,68763640.8477987,28479365.5596079,47194390.2791659,5404084.05851366,3663911.61331115,24719525.5676535
"S359",4093477.65404375,5249340.41636616,9761659.57019154,4071922.15409008,6965260.26655201,3177469.64701311,565111.482748477,3381622.85004892
"S360",25113140.4474846,8087160.01858313,14322476.1404985,1843559.55958508,10163832.5205643,5158001.09251338,857685.48898066,5999847.93624478
"S361",5639922.62546263,1846851.25032367,3277137.30315171,1366465.14368203,2304527.46663255,1143124.28271758,46204.1845945045,1301753.05733687
"S362",118383108.505387,191837795.407355,131669547.224571,137779601.204128,103717471.648752,144497337.023633,142546088.910148,149180333.843094
"S363",110837557.460446,40311043.9892621,53831005.2637431,6765441.53157463,18573647.415676,43282087.6078515,2912574.79184737,43574400.3464485
"S364",4958195.51694996,6408776.11917941,4923156.60509426,5586850.16409915,4251462.36860589,4269493.41722466,5746143.73961008,5059807.57725778
"S365",12670043.0667171,16948819.9087232,18223979.1522513,18655304.0013922,13160008.5657312,15799967.9960498,17529133.3249853,18056757.8464377
"S366",53893097.4395439,71094163.881199,18628474.9894042,74115475.9242746,50352077.5300867,71054980.4709271,70925413.7716045,74804609.5143734
"S367",47489136.5191956,58936956.2679138,3577037.5834892,57266224.0505657,41793322.2482731,57534188.7638321,60031211.9143885,57402832.7528914
"S368",14759360.1896201,5047484.39602946,7478607.79942963,803273.018793412,2039453.61508231,5973334.45756806,645534.640922499,6102519.74930546
"S369",66740593.6961326,66356799.3126148,61973597.247658,67740940.8683486,79227777.4150016,58951675.7069208,67770775.0333844,61725838.9744076
"S370",3458990.78548782,2987387.11218667,2841663.35837969,3101998.39305112,3873600.05458911,2199558.23488093,2872807.15018101,2629160.59386858
"S371",2878161.23579955,2865346.5342548,2560305.33047432,3033192.8727197,3425840.8313132,2156414.91865034,2877848.39490773,2441173.83449483
"S372",37637850.9620819,36801299.3269527,34327781.1462706,37065504.2106277,44364652.3490658,819286.24539032,37669261.8910333,34508720.5417972
"S373",25310268.3793374,24304865.0664253,22998072.5732521,24564746.0070044,29465414.3972465,22121079.0327552,24720850.5272778,22070752.8181222
"S374",9228041.13642751,11795349.197658,13982561.5678839,11857563.8371417,8460766.81800238,2922019.626564,11630888.9927672,12821889.8329383
"S375",32007279.2755273,39545356.9132068,35502708.4678309,37168835.1663004,28617558.7806234,35374789.6766822,36757683.0486047,38210644.278864
"S376",9961470.72213747,11300461.7670269,10237372.4642745,10547227.2310147,3435644.73674999,12813193.0809407,10786831.3433164,14338333.3820857
"S377",121481130.688675,45780048.772225,63536219.6312779,9379042.77582686,22589232.3337967,51988108.2534551,1003912.3058372,51978087.5625089
"S378",12173554.7077144,4246725.48601042,6512912.87267206,659091.673010103,2188010.19655632,4891626.86191554,76277.4054757032,5127803.5575491
"S379",4668562.56031541,5707897.11902726,5359380.8454028,5204947.40470153,6253169.9375265,6024887.40138285,5148534.74323519,5409755.15168355
"S380",4084827.1454023,3692095.54240957,3665650.0033315,3638046.49370502,669139.047312238,3238555.2647033,1040812.03601127,4571562.61183593
"S381",87736270.1725218,76406967.4880627,68860763.6484161,72635927.167851,56004287.9437167,71927083.2400537,12117914.6495098,70893572.1772413
"S382",86892927.1729298,76295764.8701897,2060413.08704592,72607100.6460311,56018574.5218001,70246030.093504,71170041.2953623,70913522.8681967
"S383",1551766.06283618,2732062.57691884,2829467.17331058,3633393.71429521,1177634.51940935,2598134.17897399,2067144.6740817,2947095.45432875
"S384",4296279.61563281,30957731.8714879,32604592.3455597,31941528.1547851,23111193.7146115,27910085.2401485,29574665.05734,34075836.3267101
"S385",22605240.0015248,26042368.3084279,23316157.2880391,24860001.161038,19785418.6610438,23859816.6388368,25994494.5211557,25330859.5921692
"S386",20373542.1840428,31342257.1373353,32020677.4012301,32494888.34311,1349626.62358348,28393972.5946651,2298731.74555101,30872297.1213847
"S387",20104130.0041137,30599548.1947991,31734578.8739893,32066237.2313196,12615928.3513947,28492452.6748026,29721202.6368375,30812735.0627501
"S388",847336.184920996,5069224.98855679,1090797.54269022,4158578.96647204,3406887.44384198,3964358.45845306,3232635.96503547,3773496.5557086
"S389",4018705.45940436,6724104.83579251,5836734.56297749,7102003.38277329,299865.03122678,4984807.15785498,1264036.31084718,1030155.65886245
"S390",1488907.32846993,2676755.20265437,3103480.46103675,3433182.39201594,1440365.12334829,2070563.57636452,503924.670378914,2791352.92003188
"S391",670160.164395306,1428399.89697447,1653271.67640114,1789975.05388449,180355.230072629,1066843.26995636,18903.6709985291,51051.5909729212
"S392",107915151.890792,39444054.5981305,51771019.4022368,6793601.18750032,18918229.2252068,43157829.9314352,3834634.68980665,41093272.9607299
"S393",7413477.90333899,10391508.9460792,10582087.0486704,12247374.4233203,4572422.89977435,8882381.39606682,8859858.03925343,9672069.76720939
"S394",7299351.70470161,10186426.5252477,10483145.4363891,12021235.1594189,4501819.86446812,8777748.75422625,8964270.52312499,9613360.16319647
"S395",3538865.45525164,5699358.23700664,5879878.07690169,6465506.32905987,672864.165857842,4751983.05625891,1406727.90683077,5357284.66976247
"S396",2168576.72160632,3615315.37493821,3336102.62678406,4295394.9102562,1520625.13086047,2491704.96303278,589317.008956216,3324175.82039521
"S397",53874294.0467548,82209838.7855476,81685370.335315,84711170.7634245,35700986.7841476,73778613.0764094,74988948.888033,81381861.5962964
"S398",3588284.68541723,6322223.21548331,5051223.86965764,6167251.29881702,2852809.45980801,3721111.28440282,540663.925697745,5558525.38496786
"S399",14866513.9214768,21387189.0212524,19863208.4958666,22898403.4702972,6543703.52093642,4634058.40521649,17114111.1211842,21384712.3462501
"S400",67521414.954263,101525623.644464,103871904.197061,107810228.292661,46782700.9920286,93541419.3171387,94173712.1433724,100327005.953037
"S401",5258112.34463963,8488090.40423789,7151534.10372826,8175596.29764096,3416537.63561218,1307728.70371779,5647062.11782144,1711328.96012325
"S402",35868257.2008847,48558830.5591666,51347423.9584278,58426252.001219,26205314.9459663,43144531.6421449,41289093.3033199,47726804.1577539
"S403",603792.195076204,3313694.94038892,3400498.56560553,3663159.97395918,1715559.80346867,2758449.22583514,2275354.00793204,2988279.60700158
"S404",19468668.4056648,27916164.7988764,28905785.2508592,7687575.10479898,14866942.5132194,23235641.3781445,23657732.502913,25866754.9968125
"S405",359537.447020969,2432835.29631129,2399227.07340564,3026828.87786738,1816498.4949062,1827455.08619505,1330316.55611798,2399149.91834375
"S406",12094770.851591,17289845.1525706,17151064.5512031,20071170.6681876,9262534.35453282,14759041.631278,14629531.7521327,16537707.6779181
"S407",13048569.1131557,20660775.2567776,19645215.0397645,21841519.0022901,9199224.5936411,1589963.3313479,19378524.8098713,20093658.9869808
"S408",19090205.1115752,27727435.8456016,27444242.6601722,31447089.5494597,14765790.0068018,23215842.9649487,22089660.0022016,26493335.2660176
"S409",11097994.0945806,14829086.0708043,15829845.5686463,17655432.3132843,8320625.12144391,12358247.590585,12431896.2104366,14516549.5475689
"S410",6807125.10427668,9553323.7304486,8967928.04947149,10983365.7931942,5032761.27935309,7539138.68660584,7597887.11677646,8765700.36489375
"S411",2825047.24999972,2502783.11550494,2455284.63962745,3162724.98547665,2225242.59388966,1895569.71598846,352211.002589998,2353810.68380313
"S412",332509199.308091,119535379.593607,149438163.53588,18897322.6267152,53051912.1064982,130390011.187398,8203011.69007916,121711024.31829
"S413",81482888.3769382,29374522.545148,37025168.8566218,4415363.44337907,3587992.72458999,31849135.3688623,200760.959078734,29935222.3954467
"S414",10113406.2053289,4430242.98815514,5702665.82515621,762457.355533899,647561.449607836,4612648.08620553,4803.20450145296,4097941.63335368
"S415",25168423.0885716,11830695.3238718,11242722.59598,2456174.8780272,6401872.2193423,11178301.883243,156390.413371941,10449122.6898792
"S416",954706613.830111,446535396.312012,473956025.407435,126518424.345932,27970617.2289668,444448108.707199,8651253.06892244,425426958.276724
"S417",955120556.673501,446899235.711105,473344513.043213,126363897.678444,241645202.033576,444717324.946308,39437756.4837576,426942870.60896
"S418",244916514.257684,115875557.062412,120557012.913182,31775474.1327148,61769719.4932139,107641195.234427,8873590.59912146,109422858.674623
"S419",30662914.243874,14064152.5055642,15153358.6397356,3470472.98460586,7577513.84070791,12984624.0476111,805458.951475416,13432444.6742395
"S420",15307781.4068623,7323435.22274112,8095852.34035051,1264612.48208886,1257444.04181046,6944381.77108342,10303.9331411211,1733876.43420066
"S421",98678482.0657652,54376407.247963,57419952.4160046,16332277.0239349,29097900.0797607,43662076.589575,3723617.72376898,51062574.5004803
"S422",23894420.9658429,13500121.8007649,14257667.3135108,4136843.60342482,6572506.99291054,10662691.3300167,203544.399917722,12632983.1900687
